No.,Time,Source,Destination,Protocol,Length,CID,Payload,Info
1932,22:00.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
1933,22:00.0,controller,host,HCI_EVT,,,,Rcvd LE Meta (LE Advertising Report)
1934,22:00.0,localhost (),remote (),L2CAP,660,Dynamically Allocated Channel,8060054500bb15330000000047fc0000,Sent Connection oriented channel
1935,22:00.0,controller,host,HCI_EVT,,,,Rcvd LE Meta (LE Advertising Report)
1936,22:00.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
1937,22:00.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
1938,22:00.0,localhost (),remote (),L2CAP,662,Dynamically Allocated Channel,8060054600bb154a0000000047fc0000,Sent Connection oriented channel
1939,22:00.0,controller,host,HCI_EVT,,,,Rcvd LE Meta (LE Advertising Report)
1940,22:00.0,controller,host,HCI_EVT,,,,Rcvd LE Meta (LE Advertising Report)
1941,22:00.0,localhost (),remote (),L2CAP,672,Dynamically Allocated Channel,8060054700bb15620000000047fc0000,Sent Connection oriented channel
1942,22:00.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
1943,22:00.0,localhost (),remote (),L2CAP,642,Dynamically Allocated Channel,8060054800bb15790000000047fc0000,Sent Connection oriented channel
1944,22:00.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
1945,22:00.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
1946,22:00.1,localhost (),remote (),L2CAP,670,Dynamically Allocated Channel,8060054900bb15900000000047fc0000,Sent Connection oriented channel
1947,22:00.1,localhost (),remote (),L2CAP,672,Dynamically Allocated Channel,8060054a00bb15a70000000047fc0000,Sent Connection oriented channel
1948,22:00.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
1949,22:00.1,localhost (),remote (),L2CAP,659,Dynamically Allocated Channel,8060054b00bb15be0000000047fc0000,Sent Connection oriented channel
1950,22:00.1,localhost (),remote (),L2CAP,656,Dynamically Allocated Channel,8060054c00bb15d50000000047fc0000,Sent Connection oriented channel
1951,22:00.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
1952,22:00.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
1953,22:00.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
1954,22:00.1,localhost (),remote (),L2CAP,610,Dynamically Allocated Channel,8060054d00bb15ed0000000047fc0000,Sent Connection oriented channel
1955,22:00.2,localhost (),remote (),L2CAP,611,Dynamically Allocated Channel,8060054e00bb16040000000047fc0000,Sent Connection oriented channel
1956,22:00.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
1957,22:00.2,localhost (),remote (),L2CAP,656,Dynamically Allocated Channel,8060054f00bb161b0000000047fc0000,Sent Connection oriented channel
1958,22:00.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
1959,22:00.2,localhost (),remote (),L2CAP,638,Dynamically Allocated Channel,8060055000bb16320000000047fc0000,Sent Connection oriented channel
1960,22:00.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
1961,22:00.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
1962,22:00.2,localhost (),remote (),L2CAP,669,Dynamically Allocated Channel,8060055100bb164a0000000047fc0000,Sent Connection oriented channel
1963,22:00.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
1964,22:00.3,controller,host,HCI_EVT,,,,Rcvd LE Meta (LE Advertising Report)
1965,22:00.3,localhost (),remote (),L2CAP,668,Dynamically Allocated Channel,8060055200bb16610000000047fc0000,Sent Connection oriented channel
1966,22:00.3,localhost (),remote (),L2CAP,672,Dynamically Allocated Channel,8060055300bb16780000000047fc0000,Sent Connection oriented channel
1967,22:00.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
1968,22:00.3,controller,host,HCI_EVT,,,,Rcvd LE Meta (LE Advertising Report)
1969,22:00.3,localhost (),remote (),L2CAP,661,Dynamically Allocated Channel,8060055400bb168f0000000047fc0000,Sent Connection oriented channel
1970,22:00.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
1971,22:00.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
1972,22:00.3,controller,host,HCI_EVT,,,,Rcvd LE Meta (LE Advertising Report)
1973,22:00.3,localhost (),remote (),L2CAP,659,Dynamically Allocated Channel,8060055500bb16a60000000047fc0000,Sent Connection oriented channel
1974,22:00.4,localhost (),remote (),L2CAP,645,Dynamically Allocated Channel,8060055600bb16be0000000047fc0000,Sent Connection oriented channel
1975,22:00.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
1976,22:00.4,localhost (),remote (),L2CAP,672,Dynamically Allocated Channel,8060055700bb16d50000000047fc0000,Sent Connection oriented channel
1977,22:00.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
1978,22:00.4,localhost (),remote (),L2CAP,671,Dynamically Allocated Channel,8060055800bb16ec0000000047fc0000,Sent Connection oriented channel
1979,22:00.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
1980,22:00.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
1981,22:00.4,localhost (),remote (),L2CAP,656,Dynamically Allocated Channel,8060055900bb17030000000047fc0000,Sent Connection oriented channel
1982,22:00.5,localhost (),remote (),L2CAP,665,Dynamically Allocated Channel,8060055a00bb171b0000000047fc0000,Sent Connection oriented channel
1983,22:00.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
1984,22:00.5,localhost (),remote (),L2CAP,666,Dynamically Allocated Channel,8060055b00bb17320000000047fc0000,Sent Connection oriented channel
1985,22:00.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
1986,22:00.5,localhost (),remote (),L2CAP,670,Dynamically Allocated Channel,8060055c00bb17490000000047fc0000,Sent Connection oriented channel
1987,22:00.5,localhost (),remote (),L2CAP,668,Dynamically Allocated Channel,8060055d00bb17610000000047fc0000,Sent Connection oriented channel
1988,22:00.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
1989,22:00.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
1990,22:00.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
1991,22:00.5,controller,host,HCI_EVT,,,,Rcvd LE Meta (LE Advertising Report)
1992,22:00.5,localhost (),remote (),L2CAP,667,Dynamically Allocated Channel,8060055e00bb17780000000047fc0000,Sent Connection oriented channel
1993,22:00.6,localhost (),remote (),L2CAP,670,Dynamically Allocated Channel,8060055f00bb178f0000000047fc0000,Sent Connection oriented channel
1994,22:00.6,localhost (),remote (),L2CAP,641,Dynamically Allocated Channel,8060056000bb17a60000000047fc0000,Sent Connection oriented channel
1995,22:00.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
1996,22:00.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
1997,22:00.6,localhost (),remote (),L2CAP,631,Dynamically Allocated Channel,8060056100bb17bd0000000047fc0000,Sent Connection oriented channel
1998,22:00.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
1999,22:00.6,localhost (),remote (),L2CAP,640,Dynamically Allocated Channel,8060056200bb17d40000000047fc0000,Sent Connection oriented channel
2000,22:00.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2001,22:00.7,localhost (),remote (),L2CAP,667,Dynamically Allocated Channel,8060056300bb17ec0000000047fc0000,Sent Connection oriented channel
2002,22:00.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2003,22:00.7,localhost (),remote (),L2CAP,635,Dynamically Allocated Channel,8060056400bb18030000000047fc0000,Sent Connection oriented channel
2004,22:00.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2005,22:00.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2006,22:00.7,localhost (),remote (),L2CAP,658,Dynamically Allocated Channel,8060056500bb181a0000000047fc0000,Sent Connection oriented channel
2007,22:00.7,localhost (),remote (),L2CAP,672,Dynamically Allocated Channel,8060056600bb18310000000047fc0000,Sent Connection oriented channel
2008,22:00.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2009,22:00.8,localhost (),remote (),L2CAP,665,Dynamically Allocated Channel,8060056700bb18480000000047fc0000,Sent Connection oriented channel
2010,22:00.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2011,22:00.8,localhost (),remote (),L2CAP,634,Dynamically Allocated Channel,8060056800bb18600000000047fc0000,Sent Connection oriented channel
2012,22:00.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2013,22:00.8,localhost (),remote (),L2CAP,638,Dynamically Allocated Channel,8060056900bb18770000000047fc0000,Sent Connection oriented channel
2014,22:00.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2015,22:00.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2016,22:00.8,localhost (),remote (),L2CAP,670,Dynamically Allocated Channel,8060056a00bb188e0000000047fc0000,Sent Connection oriented channel
2017,22:00.8,localhost (),remote (),L2CAP,610,Dynamically Allocated Channel,8060056b00bb18a50000000047fc0000,Sent Connection oriented channel
2018,22:00.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2019,22:00.9,controller,host,HCI_EVT,,,,Rcvd LE Meta (LE Advertising Report)
2020,22:00.9,controller,host,HCI_EVT,,,,Rcvd LE Meta (LE Advertising Report)
2021,22:00.9,localhost (),remote (),L2CAP,668,Dynamically Allocated Channel,8060056c00bb18bd0000000047fc0000,Sent Connection oriented channel
2022,22:00.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2023,22:00.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2024,22:00.9,localhost (),remote (),L2CAP,667,Dynamically Allocated Channel,8060056d00bb18d40000000047fc0000,Sent Connection oriented channel
2025,22:00.9,controller,host,HCI_EVT,,,,Rcvd LE Meta (LE Advertising Report)
2026,22:00.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2027,22:00.9,controller,host,HCI_EVT,,,,Rcvd LE Meta (LE Advertising Report)
2028,22:00.9,localhost (),remote (),L2CAP,667,Dynamically Allocated Channel,8060056e00bb18eb0000000047fc0000,Sent Connection oriented channel
2029,22:00.9,localhost (),remote (),L2CAP,610,Dynamically Allocated Channel,8060056f00bb19020000000047fc0000,Sent Connection oriented channel
2030,22:00.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2031,22:01.0,localhost (),remote (),L2CAP,667,Dynamically Allocated Channel,8060057000bb191a0000000047fc0000,Sent Connection oriented channel
2032,22:01.0,localhost (),remote (),L2CAP,640,Dynamically Allocated Channel,8060057100bb19310000000047fc0000,Sent Connection oriented channel
2033,22:01.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2034,22:01.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2035,22:01.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2036,22:01.0,localhost (),remote (),L2CAP,639,Dynamically Allocated Channel,8060057200bb19480000000047fc0000,Sent Connection oriented channel
2037,22:01.0,localhost (),remote (),L2CAP,672,Dynamically Allocated Channel,8060057300bb195f0000000047fc0000,Sent Connection oriented channel
2038,22:01.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2039,22:01.1,localhost (),remote (),L2CAP,657,Dynamically Allocated Channel,8060057400bb19760000000047fc0000,Sent Connection oriented channel
2040,22:01.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2041,22:01.1,localhost (),remote (),L2CAP,635,Dynamically Allocated Channel,8060057500bb198d0000000047fc0000,Sent Connection oriented channel
2042,22:01.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2043,22:01.1,localhost (),remote (),L2CAP,672,Dynamically Allocated Channel,8060057600bb19a50000000047fc0000,Sent Connection oriented channel
2044,22:01.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2045,22:01.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2046,22:01.1,localhost (),remote (),L2CAP,637,Dynamically Allocated Channel,8060057700bb19bc0000000047fc0000,Sent Connection oriented channel
2047,22:01.1,localhost (),remote (),L2CAP,650,Dynamically Allocated Channel,8060057800bb19d30000000047fc0000,Sent Connection oriented channel
2048,22:01.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2049,22:01.2,localhost (),remote (),L2CAP,672,Dynamically Allocated Channel,8060057900bb19eb0000000047fc0000,Sent Connection oriented channel
2050,22:01.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2051,22:01.2,localhost (),remote (),L2CAP,609,Dynamically Allocated Channel,8060057a00bb1a020000000047fc0000,Sent Connection oriented channel
2052,22:01.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2053,22:01.2,localhost (),remote (),L2CAP,664,Dynamically Allocated Channel,8060057b00bb1a190000000047fc0000,Sent Connection oriented channel
2054,22:01.2,localhost (),remote (),L2CAP,669,Dynamically Allocated Channel,8060057c00bb1a300000000047fc0000,Sent Connection oriented channel
2055,22:01.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2056,22:01.3,localhost (),remote (),L2CAP,635,Dynamically Allocated Channel,8060057d00bb1a480000000047fc0000,Sent Connection oriented channel
2057,22:01.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2058,22:01.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2059,22:01.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2060,22:01.3,localhost (),remote (),L2CAP,660,Dynamically Allocated Channel,8060057e00bb1a5f0000000047fc0000,Sent Connection oriented channel
2061,22:01.3,host,controller,HCI_CMD,,,,Sent Read Clock
2062,22:01.3,localhost (),remote (),L2CAP,672,Dynamically Allocated Channel,8060057f00bb1a760000000047fc0000,Sent Connection oriented channel
2063,22:01.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2064,22:01.3,controller,host,HCI_EVT,,,,Rcvd Command Complete (Read Clock)[Malformed Packet]
2065,22:01.3,localhost (),remote (),L2CAP,667,Dynamically Allocated Channel,8060058000bb1a8e0000000047fc0000,Sent Connection oriented channel
2066,22:01.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2067,22:01.4,localhost (),remote (),L2CAP,654,Dynamically Allocated Channel,8060058100bb1aa50000000047fc0000,Sent Connection oriented channel
2068,22:01.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2069,22:01.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2070,22:01.4,localhost (),remote (),L2CAP,669,Dynamically Allocated Channel,8060058200bb1abd0000000047fc0000,Sent Connection oriented channel
2071,22:01.4,localhost (),remote (),L2CAP,652,Dynamically Allocated Channel,8060058300bb1ad40000000047fc0000,Sent Connection oriented channel
2072,22:01.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2073,22:01.4,localhost (),remote (),L2CAP,631,Dynamically Allocated Channel,8060058400bb1aeb0000000047fc0000,Sent Connection oriented channel
2074,22:01.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2075,22:01.4,localhost (),remote (),L2CAP,646,Dynamically Allocated Channel,8060058500bb1b020000000047fc0000,Sent Connection oriented channel
2076,22:01.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2077,22:01.5,controller,host,HCI_EVT,,,,Rcvd LE Meta (LE Advertising Report)
2078,22:01.5,controller,host,HCI_EVT,,,,Rcvd LE Meta (LE Advertising Report)
2079,22:01.5,localhost (),remote (),L2CAP,653,Dynamically Allocated Channel,8060058600bb1b1a0000000047fc0000,Sent Connection oriented channel
2080,22:01.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2081,22:01.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2082,22:01.5,localhost (),remote (),L2CAP,633,Dynamically Allocated Channel,8060058700bb1b310000000047fc0000,Sent Connection oriented channel
2083,22:01.5,controller,host,HCI_EVT,,,,Rcvd LE Meta (LE Advertising Report)
2084,22:01.5,localhost (),remote (),L2CAP,623,Dynamically Allocated Channel,8060058800bb1b480000000047fc0000,Sent Connection oriented channel
2085,22:01.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2086,22:01.5,localhost (),remote (),L2CAP,661,Dynamically Allocated Channel,8060058900bb1b5f0000000047fc0000,Sent Connection oriented channel
2087,22:01.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2088,22:01.6,localhost (),remote (),L2CAP,647,Dynamically Allocated Channel,8060058a00bb1b760000000047fc0000,Sent Connection oriented channel
2089,22:01.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2090,22:01.6,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2091,22:01.6,localhost (),remote (),L2CAP,623,Dynamically Allocated Channel,8060058b00bb1b8e0000000047fc0000,Sent Connection oriented channel
2092,22:01.6,localhost (),remote (),L2CAP,628,Dynamically Allocated Channel,8060058c00bb1ba50000000047fc0000,Sent Connection oriented channel
2093,22:01.6,localhost (),remote (),L2CAP,615,Dynamically Allocated Channel,8060058d00bb1bbc0000000047fc0000,Sent Connection oriented channel
2094,22:01.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2095,22:01.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2096,22:01.7,localhost (),remote (),L2CAP,628,Dynamically Allocated Channel,8060058e00bb1bd30000000047fc0000,Sent Connection oriented channel
2097,22:01.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2098,22:01.7,localhost (),remote (),L2CAP,643,Dynamically Allocated Channel,8060058f00bb1bea0000000047fc0000,Sent Connection oriented channel
2099,22:01.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2100,22:01.7,localhost (),remote (),L2CAP,672,Dynamically Allocated Channel,8060059000bb1c020000000047fc0000,Sent Connection oriented channel
2101,22:01.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2102,22:01.7,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2103,22:01.7,localhost (),remote (),L2CAP,672,Dynamically Allocated Channel,8060059100bb1c190000000047fc0000,Sent Connection oriented channel
2104,22:01.8,localhost (),remote (),L2CAP,610,Dynamically Allocated Channel,8060059200bb1c300000000047fc0000,Sent Connection oriented channel
2105,22:01.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2106,22:01.8,controller,host,HCI_EVT,,,,Rcvd LE Meta (LE Advertising Report)
2107,22:01.8,localhost (),remote (),L2CAP,667,Dynamically Allocated Channel,8060059300bb1c470000000047fc0000,Sent Connection oriented channel
2108,22:01.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2109,22:01.8,controller,host,HCI_EVT,,,,Rcvd LE Meta (LE Advertising Report)
2110,22:01.8,localhost (),remote (),L2CAP,639,Dynamically Allocated Channel,8060059400bb1c5f0000000047fc0000,Sent Connection oriented channel
2111,22:01.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2112,22:01.8,controller,host,HCI_EVT,,,,Rcvd LE Meta (LE Advertising Report)
2113,22:01.8,localhost (),remote (),L2CAP,638,Dynamically Allocated Channel,8060059500bb1c760000000047fc0000,Sent Connection oriented channel
2114,22:01.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2115,22:01.8,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2116,22:01.8,localhost (),remote (),L2CAP,613,Dynamically Allocated Channel,8060059600bb1c8d0000000047fc0000,Sent Connection oriented channel
2117,22:01.9,localhost (),remote (),L2CAP,612,Dynamically Allocated Channel,8060059700bb1ca40000000047fc0000,Sent Connection oriented channel
2118,22:01.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2119,22:01.9,localhost (),remote (),L2CAP,658,Dynamically Allocated Channel,8060059800bb1cbc0000000047fc0000,Sent Connection oriented channel
2120,22:01.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2121,22:01.9,localhost (),remote (),L2CAP,642,Dynamically Allocated Channel,8060059900bb1cd30000000047fc0000,Sent Connection oriented channel
2122,22:01.9,host,controller,HCI_CMD,,,,Sent Vendor Command 0x014D (opcode 0xFD4D)
2123,22:01.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2124,22:01.9,controller,host,HCI_EVT,,,,Rcvd Command Complete (Vendor Command 0x014D [opcode 0xFD4D])
2125,22:01.9,host,controller,HCI_CMD,,,,Sent Vendor Command 0x014D (opcode 0xFD4D)
2126,22:01.9,controller,host,HCI_EVT,,,,Rcvd Command Complete (Vendor Command 0x014D [opcode 0xFD4D])
2127,22:01.9,host,controller,HCI_CMD,,,,Sent Vendor Command 0x014A (opcode 0xFD4A)
2128,22:01.9,controller,host,HCI_EVT,,,,Rcvd Command Complete (Vendor Command 0x014A [opcode 0xFD4A])
2129,22:01.9,host,controller,HCI_CMD,,,,Sent Vendor Command 0x014B (opcode 0xFD4B)
2130,22:01.9,controller,host,HCI_EVT,,,,Rcvd Command Complete (Vendor Command 0x014B [opcode 0xFD4B])
2131,22:01.9,host,controller,HCI_CMD,,,,Sent Vendor Command 0x014D (opcode 0xFD4D)
2132,22:01.9,controller,host,HCI_EVT,,,,Rcvd Command Complete (Vendor Command 0x014D [opcode 0xFD4D])
2133,22:01.9,host,controller,HCI_CMD,,,,Sent Vendor Command 0x014A (opcode 0xFD4A)
2134,22:01.9,controller,host,HCI_EVT,,,,Rcvd Command Complete (Vendor Command 0x014A [opcode 0xFD4A])
2135,22:01.9,host,controller,HCI_CMD,,,,Sent Vendor Command 0x014B (opcode 0xFD4B)
2136,22:01.9,controller,host,HCI_EVT,,,,Rcvd Command Complete (Vendor Command 0x014B [opcode 0xFD4B])
2137,22:01.9,host,controller,HCI_CMD,,,,Sent Vendor Command 0x014D (opcode 0xFD4D)
2138,22:01.9,controller,host,HCI_EVT,,,,Rcvd Command Complete (Vendor Command 0x014D [opcode 0xFD4D])
2139,22:01.9,localhost (),remote (),L2CAP,643,Dynamically Allocated Channel,8060059a00bb1cea0000000047fc0000,Sent Connection oriented channel
2140,22:01.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2141,22:01.9,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2142,22:02.0,localhost (),remote (),L2CAP,617,Dynamically Allocated Channel,8060059b00bb1d010000000047fc0000,Sent Connection oriented channel
2143,22:02.0,localhost (),remote (),L2CAP,627,Dynamically Allocated Channel,8060059c00bb1d180000000047fc0000,Sent Connection oriented channel
2144,22:02.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2145,22:02.0,localhost (),remote (),L2CAP,670,Dynamically Allocated Channel,8060059d00bb1d2f0000000047fc0000,Sent Connection oriented channel
2146,22:02.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2147,22:02.0,localhost (),remote (),L2CAP,639,Dynamically Allocated Channel,8060059e00bb1d470000000047fc0000,Sent Connection oriented channel
2148,22:02.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2149,22:02.0,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2150,22:02.1,localhost (),remote (),L2CAP,671,Dynamically Allocated Channel,8060059f00bb1d5e0000000047fc0000,Sent Connection oriented channel
2151,22:02.1,controller,host,HCI_EVT,,,,Rcvd LE Meta (LE Advertising Report)
2152,22:02.1,localhost (),remote (),L2CAP,612,Dynamically Allocated Channel,806005a000bb1d750000000047fc0000,Sent Connection oriented channel
2153,22:02.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2154,22:02.1,localhost (),remote (),L2CAP,632,Dynamically Allocated Channel,806005a100bb1d8c0000000047fc0000,Sent Connection oriented channel
2155,22:02.1,controller,host,HCI_EVT,,,,Rcvd LE Meta (LE Advertising Report)
2156,22:02.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2157,22:02.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2158,22:02.1,localhost (),remote (),L2CAP,669,Dynamically Allocated Channel,806005a200bb1da40000000047fc0000,Sent Connection oriented channel
2159,22:02.1,localhost (),remote (),L2CAP,664,Dynamically Allocated Channel,806005a300bb1dbb0000000047fc0000,Sent Connection oriented channel
2160,22:02.1,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2161,22:02.2,localhost (),remote (),L2CAP,613,Dynamically Allocated Channel,806005a400bb1dd20000000047fc0000,Sent Connection oriented channel
2162,22:02.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2163,22:02.2,localhost (),remote (),L2CAP,669,Dynamically Allocated Channel,806005a500bb1dea0000000047fc0000,Sent Connection oriented channel
2164,22:02.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2165,22:02.2,localhost (),remote (),L2CAP,614,Dynamically Allocated Channel,806005a600bb1e010000000047fc0000,Sent Connection oriented channel
2166,22:02.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2167,22:02.2,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2168,22:02.2,localhost (),remote (),L2CAP,652,Dynamically Allocated Channel,806005a700bb1e180000000047fc0000,Sent Connection oriented channel
2169,22:02.3,localhost (),remote (),L2CAP,667,Dynamically Allocated Channel,806005a800bb1e2f0000000047fc0000,Sent Connection oriented channel
2170,22:02.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2171,22:02.3,localhost (),remote (),L2CAP,659,Dynamically Allocated Channel,806005a900bb1e460000000047fc0000,Sent Connection oriented channel
2172,22:02.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2173,22:02.3,localhost (),remote (),L2CAP,625,Dynamically Allocated Channel,806005aa00bb1e5d0000000047fc0000,Sent Connection oriented channel
2174,22:02.3,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2175,22:02.3,localhost (),remote (),L2CAP,633,Dynamically Allocated Channel,806005ab00bb1e750000000047fc0000,Sent Connection oriented channel
2176,22:02.4,localhost (),remote (),L2CAP,638,Dynamically Allocated Channel,806005ac00bb1e8c0000000047fc0000,Sent Connection oriented channel
2177,22:02.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2178,22:02.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2179,22:02.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2180,22:02.4,localhost (),remote (),L2CAP,641,Dynamically Allocated Channel,806005ad00bb1ea30000000047fc0000,Sent Connection oriented channel
2181,22:02.4,controller,host,HCI_EVT,,,,Rcvd LE Meta (LE Advertising Report)
2182,22:02.4,localhost (),remote (),L2CAP,622,Dynamically Allocated Channel,806005ae00bb1eba0000000047fc0000,Sent Connection oriented channel
2183,22:02.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2184,22:02.4,controller,host,HCI_EVT,,,,Rcvd LE Meta (LE Advertising Report)
2185,22:02.4,localhost (),remote (),L2CAP,663,Dynamically Allocated Channel,806005af00bb1ed10000000047fc0000,Sent Connection oriented channel
2186,22:02.4,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2187,22:02.4,localhost (),remote (),L2CAP,638,Dynamically Allocated Channel,806005b000bb1ee90000000047fc0000,Sent Connection oriented channel
2188,22:02.5,localhost (),remote (),L2CAP,652,Dynamically Allocated Channel,806005b100bb1f000000000047fc0000,Sent Connection oriented channel
2189,22:02.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2190,22:02.5,controller,host,HCI_EVT,,,,Rcvd Number of Completed Packets
2191,22:02.5,localhost (),remote (),L2CAP,672,Dynamically Allocated Channel,806005b200bb1f170000000047fc0000,Sent Connection oriented channel
